Item Type,Product ID,Product Name,Product Type,Product Code/SKU,Bin Picking Number,Brand Name,Option Set,Option Set Align,Product Description,Price,Cost Price,Retail Price,Sale Price,Fixed Shipping Cost,Free Shipping,Product Warranty,Product Weight,Product Width,Product Height,Product Depth,Allow Purchases?,Product Visible?,Product Availability,Track Inventory,Current Stock Level,Low Stock Level,Category,Product Image ID - 1,Product Image File - 1,Product Image Description - 1,Product Image Is Thumbnail - 1,Product Image Sort - 1,Product Image ID - 2,Product Image File - 2,Product Image Description - 2,Product Image Is Thumbnail - 2,Product Image Sort - 2,Search Keywords,Page Title,Meta Keywords,Meta Description,MYOB Asset Acct,MYOB Income Acct,MYOB Expense Acct,Product Condition,Show Product Condition?,Event Date Required?,Event Date Name,Event Date Is Limited?,Event Date Start Date,Event Date End Date,Sort Order,Product Tax Class,Product UPC/EAN,Stop Processing Rules,Product URL,Redirect Old URL?,GPS Global Trade Item Number,GPS Manufacturer Part Number,GPS Gender,GPS Age Group,GPS Color,GPS Size,GPS Material,GPS Pattern,GPS Item Group ID,GPS Category,GPS Enabled"PRODUCT","Product ID [Non Editable]","Title","P","SKU",,,"","","Description","Price",,,"Sale Price",,,,"Weight","Width","Height","Length","","Visible","","","Stock",,"Categories","","Hosted Image URLs","","","",,,,,,"Tags","",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
"PRODUCT","616349cb4b848a5ebf5a1a8c","Style 01","P","SQ5206847",,,"","","<p class='' style='white-space:pre-wrap;'>It all begins with an idea. Maybe you want to launch a business. Maybe you want to turn a hobby into something more. Or maybe you have a creative project to share with the world. Whatever it is, the way you tell your story online can make all the difference.</p>","40",,,"0",,,,"0","0","0","0","","Yes","","","Unlimited",,"","","https://images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/1603994623637-UY05A2GJLOOKS5WCS085/acc_1-A.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603994627796-MVXNCUBQA4XMR0VWFC60/acc_1-D.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603994625115-UUXB884VQ99DTRCZVU6S/acc_1-B.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603994625585-DA4MXHFC1S0B2GBIVYW8/acc_1-C.jpg","","","",,,,,,"","",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
"PRODUCT","616349cb4b848a5ebf5a1a7e","Style 02","P","SQ0135116",,,"","","<p class='' style='white-space:pre-wrap;'>It all begins with an idea. Maybe you want to launch a business. Maybe you want to turn a hobby into something more. Or maybe you have a creative project to share with the world. Whatever it is, the way you tell your story online can make all the difference.</p>","25",,,"0",,,,"0","0","0","0","","Yes","","","Unlimited",,"","","https://images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/1603995042373-X10MKTHGRTTQUU16GRPH/acc_2-C.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603995045296-RKR6P83LUUA252MKNU3E/acc_2-D.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603995039958-8KD1M5X33D8RJZ4W9I9B/acc_2-A.jpg","","","",,,,,,"","",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
"PRODUCT","616349cb4b848a5ebf5a1a6b","Style 03","P","SQ2130502",,,"","","<p class='' style='white-space:pre-wrap;'>It all begins with an idea. Maybe you want to launch a business. Maybe you want to turn a hobby into something more. Or maybe you have a creative project to share with the world. Whatever it is, the way you tell your story online can make all the difference.</p>","55",,,"0",,,,"0","0","0","0","","Yes","","","Unlimited",,"","","https://images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/1603995359073-31Z0GDCLJ9HW8CJIJLD2/acc_3-A.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603995357849-8NGCXUQEF2KRCGG9J56P/acc_3-B.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603995360517-9PHQ1KFWS91Y3S83MJEC/acc_3-C.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603995360097-A4WEH9E0B9FRKVHB6PYI/acc_3-D.jpg","","","",,,,,,"","",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
"PRODUCT","5ffa5e9045e88d20960e791e","2 Additional Fat Quarters (CLASSIC only)","P","SQ3040832",,,"","","<p class='' style='white-space:pre-wrap;'>Based upon your preferences, we will add two additional fat quarters from the selection this month that we think you will love!  Even if you receive half yards, we will include two bonus fat quarters.</p>","5",,,"0",,,,"15","0","0","0","","Yes","","","Unlimited",,"classic-members---more-of-what-you-love","","https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243729076-1WU4VD3D2CPOO99K7ZI9/unnamed%2B%25285%2529.jpg","","","",,,,,,"","",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
"PRODUCT","5ffa5e9139b4bc65fa2c4a4d","Add A Quarter Plus Ruler 6&quot; Pnk AAQP 6 PINK by CM Design","P","SQ5115524",,,"","","<p class='' style='white-space:pre-wrap;'>Add A Quarter Plus 6' Ruler simplifies foundation piecing. One edge is tapered for folding back foundation paper and the other side has a 1/4' lip so you can quickly trim the seam allowance with your rotary cutter. 2' x 6' Pink ruler. CM Designs donates a portion of the proceeds to help fight breast cancer.</p>","8.25",,,"0",,,,"15","0","0","0","","Yes","","","4",,"clip-and-snip-shop","","https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243730065-59XH6RQ0HCY6BY29XKO9/0646.00012.jpg","","","",,,,,,"","",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
"PRODUCT","5ffa5e9239b4bc65fa2c4a4e","Add On Border and Binding Strips","P","Fabric 1",,,"","","<p class='' style='white-space:pre-wrap;'>If you wish to make the Dolly Mixtures top larger, it is recommended to add a 6” border all around the quilt.  This “Add On” Kit will provide 2.25 yards of fabric, enough for the borders and extra binding to finish the project.  </p>","22.5",,,"0",,,,"0","0","0","0","","Yes","","","3",,"","","https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243731228-WUZE2L3F0TJ1Q0AF5L46/Dolly%2BMixtures%2BDesign%2B201221.jpg","","","",,,,,,"","",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
"PRODUCT","5ffa5e9345e88d20960e7924","All Recommended Supplies Bundle","P","SQ9025395",,,"","","<p class='' style='white-space:pre-wrap;'>This bundle contains all of the recommended supplies to complete Dolly Mixtures.  This bundle includes:</p><p class='' style='white-space:pre-wrap;'>Karen Kay Buckley 6 inch Medium Blue Scissors</p><p class='' style='white-space:pre-wrap;'>Soft Fuse Paper Backed Fusible Web 18in x 3yds </p><p class='' style='white-space:pre-wrap;'>Clover Roll and Press </p><p class='' style='white-space:pre-wrap;'>Olfa Rotary Circle Cutter </p><p class='' style='white-space:pre-wrap;'>Clover Self Threading Needles </p><p class='' style='white-space:pre-wrap;'>Clover Glass Head Patchwork Pins </p><p class='' style='white-space:pre-wrap;'>Sulky Tear Easy 12in x 12 yds Pack </p><p class='' style='white-space:pre-wrap;'>Aurifil, 50 wt, 1000M, 2600 </p><p class='' style='white-space:pre-wrap;'>Wonderfil Konfetti, 50 wt, 1000M, KT-906</p><p class='' style='white-space:pre-wrap;'>Schmetz Chrome Quilting Needles 5 ct,  75/11 </p><p class='' style='white-space:pre-wrap;'>Schmetz Chrome Universal Needle 5 ct, Size 80/12</p>","170",,,"150",,,,"0","0","0","0","","Yes","","","10",,"","","https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243732051-AJ5YYTQPJJUYNPG0ME83/Untitled%2Bdesign%2B%25283%2529.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243732520-2Y8ZKQ4QWJDL8R0TT6KC/Untitled%2Bdesign%2B%25282%2529.jpg","","","",,,,,,"","",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
"PRODUCT","5ffa5e9739b4bc65fa2c4a51","Alphabitties Pink ISE 701 by Its Sew Emma","P","SQ5290840",,,"","","<p class='' style='white-space:pre-wrap;'>These cute little letters and numbers help keep your fabric extra organized after cutting. Simply label each pile with the corresponding letter or number from the pattern. 36 markers per package.</p>","7",,,"0",,,,"15","0","0","0","","Yes","","","11",,"fun-notions","","https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243736644-C2ZPXTU1NE3KWAYJXGVM/0633.00086.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243737550-IUDRAIW5QCQGAIF66LL9/imageContent%2B%25287%2529.jpg","","","",,,,,,"","",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
"PRODUCT","5ffa5e9a39b4bc65fa2c4a52","Bladesaver Thread Cutter Blue by Purple Hobbies LLC","P","SQ0543060",,,"","","","15",,,"0",,,,"15","0","0","0","","No","","","0",,"clip-and-snip-shop","","https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243739481-2LGZOVVV7XFMNSK9IIG1/PPBSAVERIM-BLUE.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243740110-DYGB3LF5VLZVYH1JKLDS/PPBSAVERIM-BLUE_1.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243740879-EMYXRZIX1IZ1JULIOCGH/PPBSAVERIM-BLUE_2.jpg","","","",,,,,,"","",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
"PRODUCT","5ffa5e9d45e88d20960e7928","Bladesaver Thread Cutter Orange by Purple Hobbies LLC","P","SQ9637630",,,"","","<p class='' style='white-space:pre-wrap;'>Don't discard your used 45mm rotary blades--give them new life with the BladeSaver Thread Cutter! Use the BladeSaver to safely cut your chain pieced fabric projects quickly and easily.Comes with a carrying case and built-in stand to hold the thread cutter securely during use.</p>","15",,,"0",,,,"15","0","0","0","","No","","","0",,"clip-and-snip-shop","","https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243742283-0Z9YVZUW21ZX35WQGO2P/PPBSAVERIM-ORANGE.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243742970-Z571MZ0ABCJXUW32VS34/PPBSAVERIM-ORANGE_1.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243743726-LVIOTXYNJ8P4F5QLDWVA/PPBSAVERIM-ORANGE_2.jpg","","","",,,,,,"","",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,
